Type de changement	 Fichier non corrigé	 Fichier corrigé	 Mots du fichier non corrigé remplacés dans le fichier corrigé	 Mots remplaçants dans le fichier corrigé	
equal 	   EN_non_corr_lg_9.csv[0:13]	 EN_corr_lg_9.csv[0:13]	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']
equal 	   EN_non_corr_lg_9.csv[462:473]	 EN_corr_lg_9.csv[460:471]	 ['Méditerranée', 'Couvre-t', 'Et tantôt je tournais', 'Dante', '"Chillon…', 'Pardonne, ô grand martyr"', '"Patrie et Liberté\xa0!', '"', 'Offerte', 'Chasser', 'Dévoré']	 ['Méditerranée', 'Couvre-t', 'Et tantôt je tournais', 'Dante', '"Chillon…', 'Pardonne, ô grand martyr"', '"Patrie et Liberté\xa0!', '"', 'Offerte', 'Chasser', 'Dévoré']
insert	   EN_non_corr_lg_9.csv[473:473]	 EN_corr_lg_9.csv[471:472]	       []	 ['touté']
equal 	   EN_non_corr_lg_9.csv[473:480]	 EN_corr_lg_9.csv[472:479]	 ['VALENTIN', 'Dit', 'Arrête', 'Me', 'Dit le père', 'Oh\xa0!', 'bon Dieu']	 ['VALENTIN', 'Dit', 'Arrête', 'Me', 'Dit le père', 'Oh\xa0!', 'bon Dieu']
replace	   EN_non_corr_lg_9.csv[480:481]	 EN_corr_lg_9.csv[479:481]	 ['Sois']	 ['"Fois un rayon joyeux dans ma sombre misère\xa0!', 'Je pris le petit être, et, d un souffle"']
equal 	   EN_non_corr_lg_9.csv[481:484]	 EN_corr_lg_9.csv[481:484]	 ['J échauffai le mourant', 'Ecrasé de silence', 'VALENTIN']	 ['J échauffai le mourant', 'Ecrasé de silence', 'VALENTIN']
insert	   EN_non_corr_lg_9.csv[484:484]	 EN_corr_lg_9.csv[484:485]	       []	 ['Rapprocher']
equal 	   EN_non_corr_lg_9.csv[484:490]	 EN_corr_lg_9.csv[485:491]	 ['Dieu', 'Ma mère', 'Dieu', 'Ah\xa0!', 'VALENTIN', 'MINUTES']	 ['Dieu', 'Ma mère', 'Dieu', 'Ah\xa0!', 'VALENTIN', 'MINUTES']
replace	   EN_non_corr_lg_9.csv[490:491]	 EN_corr_lg_9.csv[491:492]	 ['"Nîme,']	 ['"Mîme,']
equal 	   EN_non_corr_lg_9.csv[491:507]	 EN_corr_lg_9.csv[492:508]	 ['Dans la gare"', 'saint François\xa0!', '"Une soeur des blanches Péris,', 'Sur mon accoutrement étrange', 'Attachait"', '"Un regard altier de princesse', 'Rayé"', 'Pérou', 'VALENTIN', 'Effleura', '"Minute enivrante de charme\xa0!', '"', 'O vent fugitif de l’aurore*\xa0!', 'Brise', 'A', 'Oh\xa0!']	 ['Dans la gare"', 'saint François\xa0!', '"Une soeur des blanches Péris,', 'Sur mon accoutrement étrange', 'Attachait"', '"Un regard altier de princesse', 'Rayé"', 'Pérou', 'VALENTIN', 'Effleura', '"Minute enivrante de charme\xa0!', '"', 'O vent fugitif de l’aurore*\xa0!', 'Brise', 'A', 'Oh\xa0!']
replace	   EN_non_corr_lg_9.csv[507:508]	 EN_corr_lg_9.csv[508:509]	 ['"Nîme,']	 ['"Mîme,']
equal 	   EN_non_corr_lg_9.csv[508:509]	 EN_corr_lg_9.csv[509:510]	 ['Dans la gare"']	 ['Dans la gare"']
replace	   EN_non_corr_lg_9.csv[509:510]	 EN_corr_lg_9.csv[510:513]	 ['MEDAILLON']	 ['"Le sauvera-le de l’oubli\xa0?', '54"', 'MAILLON']
equal 	   EN_non_corr_lg_9.csv[510:518]	 EN_corr_lg_9.csv[513:521]	 ['IMMOBILE', 'Dont', 'Doux', 'Priait', 'VALENTIN', '"Mon aïeule, ma soeur, un groupe heureux d’amis,', 'Autour du feu d hiver"', 'le Seigneur']	 ['IMMOBILE', 'Dont', 'Doux', 'Priait', 'VALENTIN', '"Mon aïeule, ma soeur, un groupe heureux d’amis,', 'Autour du feu d hiver"', 'le Seigneur']
replace	   EN_non_corr_lg_9.csv[518:519]	 EN_corr_lg_9.csv[521:522]	 ['Retrempe']	 ['Trempe']
equal 	   EN_non_corr_lg_9.csv[519:538]	 EN_corr_lg_9.csv[522:541]	 ['Est', '"Effrayant de silence et d’immobilité\xa0!', '"', '"Dieu\xa0!', 'DE"', 'VALENTIN', '"PENSEES DE NOVEMBRE', 'SOUVENIR"', 'ÉTAIENT', 'Demi-nus', 'A', 'Comédie', 'Enigme désolante\xa0!', '"Des oiseaux joyeux et moqueurs', 'Qui"', '"Roulant sur une pierre neuve.', '"', 'Dore', 'VALENTIN']	 ['Est', '"Effrayant de silence et d’immobilité\xa0!', '"', '"Dieu\xa0!', 'DE"', 'VALENTIN', '"PENSEES DE NOVEMBRE', 'SOUVENIR"', 'ÉTAIENT', 'Demi-nus', 'A', 'Comédie', 'Enigme désolante\xa0!', '"Des oiseaux joyeux et moqueurs', 'Qui"', '"Roulant sur une pierre neuve.', '"', 'Dore', 'VALENTIN']
replace	   EN_non_corr_lg_9.csv[538:539]	 EN_corr_lg_9.csv[541:542]	 ['DESERTEUR']	 ['SERVITEUR']
equal 	   EN_non_corr_lg_9.csv[539:542]	 EN_corr_lg_9.csv[542:545]	 ['Air', '"La Gardeuse d’ours', 'VIEUX déserteur"']	 ['Air', '"La Gardeuse d’ours', 'VIEUX déserteur"']
delete	   EN_non_corr_lg_9.csv[542:543]	 EN_corr_lg_9.csv[545:545]	 ["ben ach'ter"]	 []
equal 	   EN_non_corr_lg_9.csv[543:546]	 EN_corr_lg_9.csv[545:548]	 ['"Un vieux chapeau, mais des plus gras,', 'Un pantalon qui dit\xa0: j’te quitte,', 'Une blouse"']	 ['"Un vieux chapeau, mais des plus gras,', 'Un pantalon qui dit\xa0: j’te quitte,', 'Une blouse"']
replace	   EN_non_corr_lg_9.csv[546:548]	 EN_corr_lg_9.csv[548:550]	 ['"En politiq\' j’ai ma marotte,', 'J’ai z\'un princip\' ben"']	 ['"En politis\' j’ai ma marotte,', 'J’ai t\'un princip\' ben"']
equal 	   EN_non_corr_lg_9.csv[548:551]	 EN_corr_lg_9.csv[550:553]	 ['Me', 'Où', 'VALENTIN']	 ['Me', 'Où', 'VALENTIN']
delete	   EN_non_corr_lg_9.csv[551:553]	 EN_corr_lg_9.csv[553:553]	 ['"Je n’attrapp\' jamais mon congé\xa0!', 'Vieux déserteur"']	 []
equal 	   EN_non_corr_lg_9.csv[553:562]	 EN_corr_lg_9.csv[553:562]	 ['Dieu', 'Connaître à fond', 'Noël', '"Chapsal\xa0;', '"', 'VALENTIN', '"Hier, j’étais de garde"', 'Sonna', 'Dieu']	 ['Dieu', 'Connaître à fond', 'Noël', '"Chapsal\xa0;', '"', 'VALENTIN', '"Hier, j’étais de garde"', 'Sonna', 'Dieu']
replace	   EN_non_corr_lg_9.csv[562:563]	 EN_corr_lg_9.csv[562:563]	 ['"REVERIE D’UNE SENTINELLE']	 ['"UNE SENTINELLE']
equal 	   EN_non_corr_lg_9.csv[563:565]	 EN_corr_lg_9.csv[563:565]	 ['AU BOIS DE BOULOGNE', 'UN"']	 ['AU BOIS DE BOULOGNE', 'UN"']
replace	   EN_non_corr_lg_9.csv[565:566]	 EN_corr_lg_9.csv[565:566]	 ['Glissa']	 ['Glisse devant mes yeux']
equal 	   EN_non_corr_lg_9.csv[566:575]	 EN_corr_lg_9.csv[566:575]	 ['"En illuminait la blancheur.', 'Avec force le sang battait ma tempe frêle\xa0;', '"', 'Mes yeux', 'VALENTIN', 'UN', 'ÉTAIT', 'Roulant homme', 'L’Empereur']	 ['"En illuminait la blancheur.', 'Avec force le sang battait ma tempe frêle\xa0;', '"', 'Mes yeux', 'VALENTIN', 'UN', 'ÉTAIT', 'Roulant homme', 'L’Empereur']
delete	   EN_non_corr_lg_9.csv[575:576]	 EN_corr_lg_9.csv[575:575]	 ['sabrez']	 []
equal 	   EN_non_corr_lg_9.csv[576:578]	 EN_corr_lg_9.csv[575:577]	 ['Anglais', 'Cambronne']	 ['Anglais', 'Cambronne']
replace	   EN_non_corr_lg_9.csv[578:580]	 EN_corr_lg_9.csv[577:579]	 ['"Société des Etudes du Lot', 'P ENDANT"']	 ['"Société des Tudes du Lot', 'P PENDANT"']
equal 	   EN_non_corr_lg_9.csv[580:604]	 EN_corr_lg_9.csv[579:603]	 ['Les Gauloises', 'César', 'Alésia', 'Monté', 'VALENTIN', '"César\xa0!', 'Superbe, illuminé"', 'Rayon pur et sacré', 'César\xa0!', 'Méprisa', 'Rome', 'Gaules', 'En esclave', 'Dieux', 'Brutus', '"Un jour, un étranger"', 'Anglais', 'Le conquérant du Rhin', 'Nil', '"Adige\xa0!', 'Après vingt ans de lutte"', 'La Muse', 'Byron', 'Hugo']	 ['Les Gauloises', 'César', 'Alésia', 'Monté', 'VALENTIN', '"César\xa0!', 'Superbe, illuminé"', 'Rayon pur et sacré', 'César\xa0!', 'Méprisa', 'Rome', 'Gaules', 'En esclave', 'Dieux', 'Brutus', '"Un jour, un étranger"', 'Anglais', 'Le conquérant du Rhin', 'Nil', '"Adige\xa0!', 'Après vingt ans de lutte"', 'La Muse', 'Byron', 'Hugo']
replace	   EN_non_corr_lg_9.csv[604:605]	 EN_corr_lg_9.csv[603:604]	 ['Barbier le souffletait\xa0;']	 ['Barbier']
equal 	   EN_non_corr_lg_9.csv[605:677]	 EN_corr_lg_9.csv[604:676]	 ['VALENTIN', 'Visiter', 'Où le César', 'Gronde', 'Corse', 'Rome', 'Défiant', 'Anglais', 'Océan\xa0!', '"RIMES SIMPLES', '"', 'AIMER', '"O mes souvenirs de jeunesse,', 'Me"', 'Oh\xa0!', 'VALENTIN', 'Où le soleil', '"Le coeur vole et franchit l’immensité des eaux,', 'C’est"', 'Ou des voiles', 'Te', 'VALENTIN', 'GENEVIEVE', 'O', 'Abonde', '"Blonde et mutine enfant, miniature"', '"Eve,', 'Toute ravie encor"', 'De l’aube au pur reflet', 'muse', 'Ondine', 'Sylphe du soir', 'HENRI', 'Ange', 'A', 'Ange', 'Une Fée', '"Les rayons dorés d’une étoile.', 'DE"', 'VALENTIN', 'Mlle MARIE-LOUISE', 'QUAND', 'Paraît là comme un lys', 'Cher', 'Où soupire', 'Mme JOSEPHINE', '"Si vive et rondelette, au printemps de ses jours\xa0!', '"', '"Un bouton d’églantier, joli"', 'Ariel', 'Gardent un talisman', 'VALENTIN', '"JEANNETTE E.', 'SUR votre bouche"', '"Un petit ange du bon Dieu', 'Vous"', 'Trouve', 'O', 'En vous embrassant', 'VALENTIN', 'Ma blondinette aux beaux yeux bleus', '"Petits enfants, petits oiseaux,', '"', '"Petits nids et petits berceaux,', 'Que tout cela va bien ensemble\xa0!', '6', '82 POÉSIES', 'A PETITE"', 'Charmant', 'Si', 'A', 'VALENTIN']	 ['VALENTIN', 'Visiter', 'Où le César', 'Gronde', 'Corse', 'Rome', 'Défiant', 'Anglais', 'Océan\xa0!', '"RIMES SIMPLES', '"', 'AIMER', '"O mes souvenirs de jeunesse,', 'Me"', 'Oh\xa0!', 'VALENTIN', 'Où le soleil', '"Le coeur vole et franchit l’immensité des eaux,', 'C’est"', 'Ou des voiles', 'Te', 'VALENTIN', 'GENEVIEVE', 'O', 'Abonde', '"Blonde et mutine enfant, miniature"', '"Eve,', 'Toute ravie encor"', 'De l’aube au pur reflet', 'muse', 'Ondine', 'Sylphe du soir', 'HENRI', 'Ange', 'A', 'Ange', 'Une Fée', '"Les rayons dorés d’une étoile.', 'DE"', 'VALENTIN', 'Mlle MARIE-LOUISE', 'QUAND', 'Paraît là comme un lys', 'Cher', 'Où soupire', 'Mme JOSEPHINE', '"Si vive et rondelette, au printemps de ses jours\xa0!', '"', '"Un bouton d’églantier, joli"', 'Ariel', 'Gardent un talisman', 'VALENTIN', '"JEANNETTE E.', 'SUR votre bouche"', '"Un petit ange du bon Dieu', 'Vous"', 'Trouve', 'O', 'En vous embrassant', 'VALENTIN', 'Ma blondinette aux beaux yeux bleus', '"Petits enfants, petits oiseaux,', '"', '"Petits nids et petits berceaux,', 'Que tout cela va bien ensemble\xa0!', '6', '82 POÉSIES', 'A PETITE"', 'Charmant', 'Si', 'A', 'VALENTIN']
replace	   EN_non_corr_lg_9.csv[677:679]	 EN_corr_lg_9.csv[676:677]	 ['"JEANNE ESC…', 'CE"']	 ['CE']
equal 	   EN_non_corr_lg_9.csv[679:690]	 EN_corr_lg_9.csv[677:688]	 ['Jeanne', 'Cher', '"Un rien, un passant"', 'Marie', 'VALENTIN', 'Egypte', '"Arabi.', '"', 'Ma', 'Arabi', 'Anglais']	 ['Jeanne', 'Cher', '"Un rien, un passant"', 'Marie', 'VALENTIN', 'Egypte', '"Arabi.', '"', 'Ma', 'Arabi', 'Anglais']
replace	   EN_non_corr_lg_9.csv[690:691]	 EN_corr_lg_9.csv[688:689]	 ['"Fuir les frileuses hirondelles\xa0?']	 ['"Fuir les fileuses hirondelles\xa0?']
equal 	   EN_non_corr_lg_9.csv[691:726]	 EN_corr_lg_9.csv[689:724]	 ['DE"', 'VALENTIN', 'JEANNE B', 'Vierge Marie', 'Petite Jeanne', 'Entourait', 'Naissait', '"Les Anges dans un coin des cieux', 'Se"', '"Saints-Lieux,', 'Ils se"', '"Madame.', 'DE"', 'VALENTIN 89', '"HENRI R', '"', 'Doux', 'Mars', '"Avril butine', 'Fleur des bois"', 'De la chaise', 'Ah\xa0!', 'VALENTIN', '"A L', 'JE"', 'Soupirant', 'Solitaire', 'Un fantôme enivrant', 'Je cherche un front charmant', 'VOUS nous quittez\xa0!', '"Jour importun, hélas\xa0!"', 'Attache le rameau', 'eté', 'Quand la terre', 'VALENTIN']	 ['DE"', 'VALENTIN', 'JEANNE B', 'Vierge Marie', 'Petite Jeanne', 'Entourait', 'Naissait', '"Les Anges dans un coin des cieux', 'Se"', '"Saints-Lieux,', 'Ils se"', '"Madame.', 'DE"', 'VALENTIN 89', '"HENRI R', '"', 'Doux', 'Mars', '"Avril butine', 'Fleur des bois"', 'De la chaise', 'Ah\xa0!', 'VALENTIN', '"A L', 'JE"', 'Soupirant', 'Solitaire', 'Un fantôme enivrant', 'Je cherche un front charmant', 'VOUS nous quittez\xa0!', '"Jour importun, hélas\xa0!"', 'Attache le rameau', 'eté', 'Quand la terre', 'VALENTIN']
replace	   EN_non_corr_lg_9.csv[726:728]	 EN_corr_lg_9.csv[724:726]	 ['"A UNE JEUNE FIANCEE', '"']	 ['"A UNE JEUNE FIANCE', 'JE"']
equal 	   EN_non_corr_lg_9.csv[728:729]	 EN_corr_lg_9.csv[726:727]	 ['Embaumera']	 ['Embaumera']
replace	   EN_non_corr_lg_9.csv[729:731]	 EN_corr_lg_9.csv[727:728]	 ['"Jeunesse aux yeux bleus et coquets,', 'Adieu\xa0"']	 ['Jeunesse aux yeux bleus']
equal 	   EN_non_corr_lg_9.csv[731:736]	 EN_corr_lg_9.csv[728:733]	 ['Etincelante', 'Sois', 'Ton oreille', 'Si', 'Par ton sourire sois la reine']	 ['Etincelante', 'Sois', 'Ton oreille', 'Si', 'Par ton sourire sois la reine']
delete	   EN_non_corr_lg_9.csv[736:738]	 EN_corr_lg_9.csv[733:733]	 ['"Par ta grâce sois le rayon\xa0!', '"']	 []
equal 	   EN_non_corr_lg_9.csv[738:761]	 EN_corr_lg_9.csv[733:756]	 ['Quelque amoureux', '"Sur l’ivoire du clavecin,', '"', '"Voltige et tombe harmonieuse\xa0!…', 'Chante"', '"Empreintes chères et sacrées,', 'Du passé rêves"', 'O', '"Rayonner des tresses dorées\xa0!', '"', '"Allez entr\'ouvrir ses rideaux,', 'Pour que"', 'VALENTIN', 'A X', 'Savoir', '"Un murmure flottant, une vague rumeur,', 'Semblable"', 'Heureux d’un mot', '"PENSEES DE NOVEMBRE', 'PUISQUE"', 'Feuille d’arbre', '"Toi qui nous ombrageais, où seras tu ce soir\xa0?', '"']	 ['Quelque amoureux', '"Sur l’ivoire du clavecin,', '"', '"Voltige et tombe harmonieuse\xa0!…', 'Chante"', '"Empreintes chères et sacrées,', 'Du passé rêves"', 'O', '"Rayonner des tresses dorées\xa0!', '"', '"Allez entr\'ouvrir ses rideaux,', 'Pour que"', 'VALENTIN', 'A X', 'Savoir', '"Un murmure flottant, une vague rumeur,', 'Semblable"', 'Heureux d’un mot', '"PENSEES DE NOVEMBRE', 'PUISQUE"', 'Feuille d’arbre', '"Toi qui nous ombrageais, où seras tu ce soir\xa0?', '"']
delete	   EN_non_corr_lg_9.csv[761:762]	 EN_corr_lg_9.csv[756:756]	 ['"Je suis las, et ne sais comment me reposer."']	 []
equal 	   EN_non_corr_lg_9.csv[762:770]	 EN_corr_lg_9.csv[756:764]	 ['"VALENTIN 97', 'A Mlle MARLARD', 'DIVA mignonne, enchanteresse,', 'Cet oiseau"', '"Faire une harmonieuse ivresse\xa0?', '"', 'Charmante', 'Au coeur une molle']	 ['"VALENTIN 97', 'A Mlle MARLARD', 'DIVA mignonne, enchanteresse,', 'Cet oiseau"', '"Faire une harmonieuse ivresse\xa0?', '"', 'Charmante', 'Au coeur une molle']
replace	   EN_non_corr_lg_9.csv[770:773]	 EN_corr_lg_9.csv[764:765]	 ['Vos lèvres roses souriront\xa0;', '"Mlle B. D', '"']	 ['Vos lèvres roses souriante\xa0;']
equal 	   EN_non_corr_lg_9.csv[773:783]	 EN_corr_lg_9.csv[765:775]	 ['Blanche', 'Blanche', '"Et cueille en t’enivrant des baisers et des fleurs.', 'Va, charmante\xa0;"', 'Tes yeux', 'saint Pierre', 'Du seuil du Paradis', '"VALENTIN 99', 'A Mlle ISABELLE F', 'AIMER"']	 ['Blanche', 'Blanche', '"Et cueille en t’enivrant des baisers et des fleurs.', 'Va, charmante\xa0;"', 'Tes yeux', 'saint Pierre', 'Du seuil du Paradis', '"VALENTIN 99', 'A Mlle ISABELLE F', 'AIMER"']
replace	   EN_non_corr_lg_9.csv[783:784]	 EN_corr_lg_9.csv[775:776]	 ['Eveille']	 ['Veille l’oiseau']
equal 	   EN_non_corr_lg_9.csv[784:790]	 EN_corr_lg_9.csv[776:782]	 ['"Doit une rose, une fleurette,', '"', '"Prise à la branche d’un laurier.', '100 POESIES', 'UN SOIR DE MARDI GRAS', 'LE joyeux carnaval"']	 ['"Doit une rose, une fleurette,', '"', '"Prise à la branche d’un laurier.', '100 POESIES', 'UN SOIR DE MARDI GRAS', 'LE joyeux carnaval"']
delete	   EN_non_corr_lg_9.csv[790:791]	 EN_corr_lg_9.csv[782:782]	 ['"Philosophons, parbleu\xa0!"']	 []
equal 	   EN_non_corr_lg_9.csv[791:800]	 EN_corr_lg_9.csv[782:791]	 ['Carême', 'Me', '"VALENTIN 101', 'LE BOHÈME"', 'AI', 'Dont', 'Touchaient', 'Miroitant', 'Et leurs rubans']	 ['Carême', 'Me', '"VALENTIN 101', 'LE BOHÈME"', 'AI', 'Dont', 'Touchaient', 'Miroitant', 'Et leurs rubans']
replace	   EN_non_corr_lg_9.csv[800:801]	 EN_corr_lg_9.csv[791:792]	 ['Fanfreluches']	 ['Fanfreluche']
equal 	   EN_non_corr_lg_9.csv[801:807]	 EN_corr_lg_9.csv[792:798]	 ['"Où riait un soleil joyeux\xa0!', 'Parfois, au détour d’une rue,', 'Quand se bousculait la cohue,', 'Que"', 'VALENTIN', 'Chapelain']	 ['"Où riait un soleil joyeux\xa0!', 'Parfois, au détour d’une rue,', 'Quand se bousculait la cohue,', 'Que"', 'VALENTIN', 'Chapelain']
replace	   EN_non_corr_lg_9.csv[807:808]	 EN_corr_lg_9.csv[798:799]	 ['Pinde']	 ['Et du sommet du Inde']
equal 	   EN_non_corr_lg_9.csv[808:813]	 EN_corr_lg_9.csv[799:804]	 ['monsieur Despréaux', 'Mépriser Apollon\xa0!', '"Oronte,', 'Mais"', 'Alceste']	 ['monsieur Despréaux', 'Mépriser Apollon\xa0!', '"Oronte,', 'Mais"', 'Alceste']
delete	   EN_non_corr_lg_9.csv[813:814]	 EN_corr_lg_9.csv[804:804]	   ['II']	 []
equal 	   EN_non_corr_lg_9.csv[814:827]	 EN_corr_lg_9.csv[804:817]	 ['Ferme', '"Par l’éclat des saphirs le sens du connaisseur\xa0;', 'Alors…"', 'Hugo', '"Dieu\xa0!', 'DE"', 'VALENTIN', '"Desesperance', '"', 'Quittera t-on jamais', 'Musset', '"Lamartine,', 'Et leurs riches moissons pour des sillons deserts\xa0?"']	 ['Ferme', '"Par l’éclat des saphirs le sens du connaisseur\xa0;', 'Alors…"', 'Hugo', '"Dieu\xa0!', 'DE"', 'VALENTIN', '"Desesperance', '"', 'Quittera t-on jamais', 'Musset', '"Lamartine,', 'Et leurs riches moissons pour des sillons deserts\xa0?"']
delete	   EN_non_corr_lg_9.csv[827:828]	 EN_corr_lg_9.csv[817:817]	 ['Muse']	 []
equal 	   EN_non_corr_lg_9.csv[828:869]	 EN_corr_lg_9.csv[817:858]	 ['Génie', 'II', 'Garde de l’Océan', 'VALENTIN', 'Prévoyaient', 'Me', 'VALENTIN', 'Me', 'Dore', 'Jolie', 'Comédie', '"VALENTIN III', 'Triolet', '"', 'BRUNE Hélène', 'Brune Hélène', 'Me', 'Mobiles', '"Mes poétiques encensoirs.', '"', 'Chercherait', 'A', 'VALENTIN', '"Anna', 'PROFITANT"', 'Dont Apollon', 'Anna', 'Dont mon pauvre coeur', 'Anna', '"Où j’avais écrit le sonnet,', 'Une larme mit\xa0: Epitaphe.', '8', '114"', '"ET CARILLON', 'JEUNE, ardent"', 'A', 'Un éclat de rire argentin', 'VALENTIN', '"Madame A', 'AUPRÈS"', 'Ta']	 ['Génie', 'II', 'Garde de l’Océan', 'VALENTIN', 'Prévoyaient', 'Me', 'VALENTIN', 'Me', 'Dore', 'Jolie', 'Comédie', '"VALENTIN III', 'Triolet', '"', 'BRUNE Hélène', 'Brune Hélène', 'Me', 'Mobiles', '"Mes poétiques encensoirs.', '"', 'Chercherait', 'A', 'VALENTIN', '"Anna', 'PROFITANT"', 'Dont Apollon', 'Anna', 'Dont mon pauvre coeur', 'Anna', '"Où j’avais écrit le sonnet,', 'Une larme mit\xa0: Epitaphe.', '8', '114"', '"ET CARILLON', 'JEUNE, ardent"', 'A', 'Un éclat de rire argentin', 'VALENTIN', '"Madame A', 'AUPRÈS"', 'Ta']
insert	   EN_non_corr_lg_9.csv[869:869]	 EN_corr_lg_9.csv[858:859]	       []	 ['lâle']
equal 	   EN_non_corr_lg_9.csv[869:881]	 EN_corr_lg_9.csv[859:871]	 ['Inquiète', 'Dieu', 'Un sommeil heureux descendra', 'Jeté', 'Adorant', 'VALENTIN', '"Mme B. G', 'DAME"', 'Eden', 'QUEL', '"En parfumant le coeur, l’empêche de vieillir.', 'DE VALENTIN"']	 ['Inquiète', 'Dieu', 'Un sommeil heureux descendra', 'Jeté', 'Adorant', 'VALENTIN', '"Mme B. G', 'DAME"', 'Eden', 'QUEL', '"En parfumant le coeur, l’empêche de vieillir.', 'DE VALENTIN"']
replace	   EN_non_corr_lg_9.csv[881:882]	 EN_corr_lg_9.csv[871:872]	 ['A Mlle ARMANTINE']	 ['Mlle GARANTIE']
equal 	   EN_non_corr_lg_9.csv[882:898]	 EN_corr_lg_9.csv[872:888]	 ['Oh\xa0!', 'VALENTIN', 'Dieu', 'Sérieuse', 'Vestales\xa0?', "Entr'ouvrir", 'VALENTIN', '"Mme E. C', '"', 'O brune pâle', '"POESIES', 'LE VINGT-UN"', '"Blonde aurore des fleurs, jours"', 'O', 'Complices', 'VALENTIN']	 ['Oh\xa0!', 'VALENTIN', 'Dieu', 'Sérieuse', 'Vestales\xa0?', "Entr'ouvrir", 'VALENTIN', '"Mme E. C', '"', 'O brune pâle', '"POESIES', 'LE VINGT-UN"', '"Blonde aurore des fleurs, jours"', 'O', 'Complices', 'VALENTIN']
replace	   EN_non_corr_lg_9.csv[898:900]	 EN_corr_lg_9.csv[888:889]	 ['Mlle LEONIE', 'Mes vers badins']	 ['Mes vers bains']
equal 	   EN_non_corr_lg_9.csv[900:917]	 EN_corr_lg_9.csv[889:906]	 ['VALENTIN', '"A Mlle DUMOULIN', 'TOI"', 'Toi', '"Traviata,', 'Comment, sur la harpe"', '"Rosine', 'Mêler"', 'Lucia', 'Te', '"Ariel', '"', 'Douce', 'Charmer', 'Que la poudre d’or', 'VALENTIN', '"Mlle X']	 ['VALENTIN', '"A Mlle DUMOULIN', 'TOI"', 'Toi', '"Traviata,', 'Comment, sur la harpe"', '"Rosine', 'Mêler"', 'Lucia', 'Te', '"Ariel', '"', 'Douce', 'Charmer', 'Que la poudre d’or', 'VALENTIN', '"Mlle X']
replace	   EN_non_corr_lg_9.csv[917:918]	 EN_corr_lg_9.csv[906:907]	    ['"']	 ['Vous étiez jeune fille"']
equal 	   EN_non_corr_lg_9.csv[918:919]	 EN_corr_lg_9.csv[907:908]	 ['Résonne']	 ['Résonne']
delete	   EN_non_corr_lg_9.csv[919:921]	 EN_corr_lg_9.csv[908:908]	 ['"Mlle M. P', '"']	 []
equal 	   EN_non_corr_lg_9.csv[921:923]	 EN_corr_lg_9.csv[908:910]	 ['Blondinette', 'VALENTIN']	 ['Blondinette', 'VALENTIN']
delete	   EN_non_corr_lg_9.csv[923:924]	 EN_corr_lg_9.csv[910:910]	 ['Tu gambades']	 []
equal 	   EN_non_corr_lg_9.csv[924:930]	 EN_corr_lg_9.csv[910:916]	 ['"Dis bonjour à la marguerite,', '"', 'Mets-lui des lilas', '"DEPART DU MOIS DE MAI', '"', 'MALGRÉ']	 ['"Dis bonjour à la marguerite,', '"', 'Mets-lui des lilas', '"DEPART DU MOIS DE MAI', '"', 'MALGRÉ']
replace	   EN_non_corr_lg_9.csv[930:931]	 EN_corr_lg_9.csv[916:917]	 ['"Liline,']	 ['"Liliane,']
equal 	   EN_non_corr_lg_9.csv[931:967]	 EN_corr_lg_9.csv[917:953]	 ['"', 'Un doux sonnet', 'Souriant', 'VALENTIN', 'DISTRACTION', 'COMBIEN', 'Longs', 'Riches', 'Où petille', 'Du soleil', 'Retombant', 'Heureuse', '"Et j’ignore', 'S’il faut adorer, au saint"', '"Dieu,', '"', 'VALENTIN', 'CONSEILS', 'Rose\xa0: —', '"Dont le coeur', 'Cache des perles de rosée"', 'Le soleil', 'Appelant', 'Egrène', '"Rose, tout"', '"Dont tu ne sais pas le délire.', '"', '"Le secret de tes destinées,', '"', 'O Rose', '"Dont le coeur', 'Cache des perles de rosée"', 'VALENTIN', '"Mlle GABRIELLE D', 'ALLONS."', 'Choisis ta serénade']	 ['"', 'Un doux sonnet', 'Souriant', 'VALENTIN', 'DISTRACTION', 'COMBIEN', 'Longs', 'Riches', 'Où petille', 'Du soleil', 'Retombant', 'Heureuse', '"Et j’ignore', 'S’il faut adorer, au saint"', '"Dieu,', '"', 'VALENTIN', 'CONSEILS', 'Rose\xa0: —', '"Dont le coeur', 'Cache des perles de rosée"', 'Le soleil', 'Appelant', 'Egrène', '"Rose, tout"', '"Dont tu ne sais pas le délire.', '"', '"Le secret de tes destinées,', '"', 'O Rose', '"Dont le coeur', 'Cache des perles de rosée"', 'VALENTIN', '"Mlle GABRIELLE D', 'ALLONS."', 'Choisis ta serénade']
insert	   EN_non_corr_lg_9.csv[967:967]	 EN_corr_lg_9.csv[953:954]	       []	 ['Florissant']
